SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10196,1,일본여행,여행,해외여행,아시아,일본,873,8636,9509,20230401
10197,2,대만여행,여행,해외여행,아시아,대만,457,6175,6632,20230401
10198,3,베트남여행,여행,해외여행,아시아,베트남,288,4173,4461,20230401
10199,4,후쿠오카여행,여행,해외여행,아시아,일본,504,3686,4190,20230401
10200,5,오사카여행,여행,해외여행,아시아,일본,459,3691,4150,20230401
10201,6,싱가포르여행,여행,해외여행,아시아,싱가포르,262,3810,4072,20230401
10202,7,도쿄여행,여행,해외여행,아시아,일본,455,2965,3420,20230401
10203,8,태국여행,여행,해외여행,아시아,태국,192,2977,3169,20230401
10204,9,세부여행,여행,해외여행,아시아,필리핀,206,2780,2986,20230401
10205,10,괌여행,여행,해외여행,오세아니아,미국,233,2739,2972,20230401
