SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10656,1,일본여행,여행,해외여행,아시아,일본,2350,9121,11471,20230517
10657,2,몽골여행,여행,해외여행,아시아,몽골,1336,7312,8648,20230517
10658,3,후쿠오카여행,여행,해외여행,아시아,일본,1475,5013,6488,20230517
10659,4,대만여행,여행,해외여행,아시아,대만,1405,4755,6160,20230517
10660,5,베트남여행,여행,해외여행,아시아,베트남,865,4195,5060,20230517
10661,6,오사카여행,여행,해외여행,아시아,일본,1102,3782,4884,20230517
10662,7,싱가포르여행,여행,해외여행,아시아,싱가포르,827,3929,4756,20230517
10663,8,도쿄여행,여행,해외여행,아시아,일본,1116,3401,4517,20230517
10664,9,홍콩여행,여행,해외여행,아시아,중국,1091,3258,4349,20230517
10665,10,세부여행,여행,해외여행,아시아,필리핀,941,3230,4171,20230517
