"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"7603","1","일본여행","여행","해외여행","아시아","일본","3239","11418","14657","20220720"
"7604","2","베트남여행","여행","해외여행","아시아","베트남","873","4178","5051","20220720"
"7605","3","태국여행","여행","해외여행","아시아","태국","837","3534","4371","20220720"
"7606","4","싱가포르여행","여행","해외여행","아시아","싱가포르","646","3512","4158","20220720"
"7607","5","괌여행","여행","해외여행","오세아니아","미국","768","2492","3260","20220720"
"7608","6","방콕여행","여행","해외여행","아시아","태국","588","1951","2539","20220720"
"7609","7","몽골여행","여행","해외여행","아시아","몽골","452","1806","2258","20220720"
"7610","8","다낭여행","여행","해외여행","아시아","베트남","474","1589","2063","20220720"
"7611","9","대만여행","여행","해외여행","아시아","대만","465","1586","2051","20220720"
"7612","10","사이판여행","여행","해외여행","오세아니아","미국","273","1556","1829","20220720"
