"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"19694","1","일본여행","여행","해외여행","아시아","일본","919","271","1190","20200730"
"19695","2","대만여행","여행","해외여행","아시아","대만","513","152","665","20200730"
"19696","3","태국여행","여행","해외여행","아시아","태국","426","147","573","20200730"
"19697","4","베트남여행","여행","해외여행","아시아","베트남","433","109","542","20200730"
"19698","5","발리여행","여행","해외여행","아시아","인도네시아","357","102","459","20200730"
"19699","6","괌여행","여행","해외여행","오세아니아","미국","283","112","395","20200730"
"19700","7","스위스여행","여행","해외여행","유럽","스위스","309","69","378","20200730"
"19701","8","하와이여행","여행","해외여행","북아메리카","미국","287","59","346","20200730"
"19702","9","미국여행","여행","해외여행","북아메리카","미국","271","59","330","20200730"
"19703","10","몽골여행","여행","해외여행","아시아","몽골","260","57","317","20200730"
