SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10063,1,일본여행,여행,해외여행,아시아,일본,1198,12019,13217,20230319
10064,2,대만여행,여행,해외여행,아시아,대만,742,8015,8757,20230319
10065,3,라오스여행,여행,해외여행,아시아,라오스,205,7956,8161,20230319
10066,4,베트남여행,여행,해외여행,아시아,베트남,431,6872,7303,20230319
10067,5,싱가포르여행,여행,해외여행,아시아,싱가포르,428,5614,6042,20230319
10068,6,달랏여행,여행,해외여행,아시아,베트남,134,5823,5957,20230319
10069,7,후쿠오카여행,여행,해외여행,아시아,일본,568,4993,5561,20230319
10070,8,오사카여행,여행,해외여행,아시아,일본,656,4838,5494,20230319
10071,9,발리여행,여행,해외여행,아시아,인도네시아,310,5089,5399,20230319
10072,10,스페인여행,여행,해외여행,유럽,스페인,295,4778,5073,20230319
