"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5769","1","일본여행","여행","해외여행","아시아","일본","1442","5124","6566","20220317"
"5770","2","베트남여행","여행","해외여행","아시아","베트남","550","2560","3110","20220317"
"5771","3","태국여행","여행","해외여행","아시아","태국","421","1601","2022","20220317"
"5772","4","하와이여행","여행","해외여행","북아메리카","미국","375","1431","1806","20220317"
"5773","5","괌여행","여행","해외여행","오세아니아","미국","358","1331","1689","20220317"
"5774","6","사이판여행","여행","해외여행","오세아니아","미국","265","1164","1429","20220317"
"5775","7","싱가포르여행","여행","해외여행","아시아","싱가포르","243","1182","1425","20220317"
"5776","8","발리여행","여행","해외여행","아시아","인도네시아","252","969","1221","20220317"
"5777","9","터키여행","여행","해외여행","유럽","터키","217","965","1182","20220317"
"5778","10","스위스여행","여행","해외여행","유럽","스위스","245","890","1135","20220317"
