SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10456,1,일본여행,여행,해외여행,아시아,일본,2320,9103,11423,20230427
10457,2,대만여행,여행,해외여행,아시아,대만,1320,4916,6236,20230427
10458,3,후쿠오카여행,여행,해외여행,아시아,일본,1347,4472,5819,20230427
10459,4,베트남여행,여행,해외여행,아시아,베트남,859,4403,5262,20230427
10460,5,오사카여행,여행,해외여행,아시아,일본,1058,3475,4533,20230427
10461,6,싱가포르여행,여행,해외여행,아시아,싱가포르,662,3407,4069,20230427
10462,7,도쿄여행,여행,해외여행,아시아,일본,991,2926,3917,20230427
10463,8,태국여행,여행,해외여행,아시아,태국,599,2997,3596,20230427
10464,9,세부여행,여행,해외여행,아시아,필리핀,736,2763,3499,20230427
10465,10,괌여행,여행,해외여행,오세아니아,미국,731,2362,3093,20230427
