"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4999","1","일본여행","여행","해외여행","아시아","일본","308","1993","2301","20211230"
"5000","2","터키여행","여행","해외여행","유럽","터키","141","632","773","20211230"
"5001","3","태국여행","여행","해외여행","아시아","태국","156","600","756","20211230"
"5002","4","싱가포르여행","여행","해외여행","아시아","싱가포르","130","600","730","20211230"
"5003","5","베트남여행","여행","해외여행","아시아","베트남","129","519","648","20211230"
"5004","6","사이판여행","여행","해외여행","오세아니아","미국","106","403","509","20211230"
"5005","7","하와이여행","여행","해외여행","북아메리카","미국","75","419","494","20211230"
"5006","8","미국여행","여행","해외여행","북아메리카","미국","102","381","483","20211230"
"5007","9","괌여행","여행","해외여행","오세아니아","미국","116","331","447","20211230"
"5008","10","스위스여행","여행","해외여행","유럽","스위스","84","341","425","20211230"
