"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3829","1","일본여행","여행","해외여행","아시아","일본","343","1175","1518","20210909"
"3830","2","괌여행","여행","해외여행","오세아니아","미국","222","796","1018","20210909"
"3831","3","사이판여행","여행","해외여행","오세아니아","미국","173","796","969","20210909"
"3832","4","하와이여행","여행","해외여행","북아메리카","미국","172","592","764","20210909"
"3833","5","태국여행","여행","해외여행","아시아","태국","143","501","644","20210909"
"3834","6","팔라우여행","여행","해외여행","오세아니아","팔라우","31","564","595","20210909"
"3835","7","미국여행","여행","해외여행","북아메리카","미국","113","455","568","20210909"
"3836","8","스위스여행","여행","해외여행","유럽","스위스","107","341","448","20210909"
"3837","9","대만여행","여행","해외여행","아시아","대만","124","320","444","20210909"
"3838","10","스페인여행","여행","해외여행","유럽","스페인","100","310","410","20210909"
