SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9813,1,일본여행,여행,해외여행,아시아,일본,2364,10665,13029,20230222
9814,2,대만여행,여행,해외여행,아시아,대만,1517,5861,7378,20230222
9815,3,후쿠오카여행,여행,해외여행,아시아,일본,1312,4276,5588,20230222
9816,4,싱가포르여행,여행,해외여행,아시아,싱가포르,914,4628,5542,20230222
9817,5,베트남여행,여행,해외여행,아시아,베트남,799,4449,5248,20230222
9818,6,오사카여행,여행,해외여행,아시아,일본,1057,3838,4895,20230222
9819,7,태국여행,여행,해외여행,아시아,태국,753,3717,4470,20230222
9820,8,도쿄여행,여행,해외여행,아시아,일본,1031,3329,4360,20230222
9821,9,괌여행,여행,해외여행,오세아니아,미국,826,2427,3253,20230222
9822,10,발리여행,여행,해외여행,아시아,인도네시아,653,2567,3220,20230222
