"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5439","1","일본여행","여행","해외여행","아시아","일본","400","2906","3306","20220212"
"5440","2","태국여행","여행","해외여행","아시아","태국","117","986","1103","20220212"
"5441","3","라오스여행","여행","해외여행","아시아","라오스","38","1039","1077","20220212"
"5442","4","베트남여행","여행","해외여행","아시아","베트남","104","890","994","20220212"
"5443","5","하와이여행","여행","해외여행","북아메리카","미국","76","851","927","20220212"
"5444","6","터키여행","여행","해외여행","유럽","터키","82","752","834","20220212"
"5445","7","사이판여행","여행","해외여행","오세아니아","미국","83","748","831","20220212"
"5446","8","필리핀여행","여행","해외여행","아시아","필리핀","91","711","802","20220212"
"5447","9","싱가포르여행","여행","해외여행","아시아","싱가포르","56","702","758","20220212"
"5448","10","조지아여행","여행","해외여행","유럽","조지아","24","717","741","20220212"
