"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1001","1","일본여행","여행","해외여행","아시아","일본","252","791","1043","20201130"
"1002","2","뉴질랜드여행","여행","해외여행","오세아니아","뉴질랜드","127","371","498","20201130"
"1003","3","대만여행","여행","해외여행","아시아","대만","96","335","431","20201130"
"1004","4","스위스여행","여행","해외여행","유럽","스위스","93","322","415","20201130"
"1005","5","미국여행","여행","해외여행","북아메리카","미국","90","297","387","20201130"
"1006","6","태국여행","여행","해외여행","아시아","태국","73","243","316","20201130"
"1007","7","베트남여행","여행","해외여행","아시아","베트남","73","224","297","20201130"
"1008","8","중국여행","여행","해외여행","아시아","중국","56","206","262","20201130"
"1009","9","하와이여행","여행","해외여행","북아메리카","미국","60","196","256","20201130"
"1010","10","터키여행","여행","해외여행","유럽","터키","68","135","203","20201130"
