"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4629","1","일본여행","여행","해외여행","아시아","일본","696","3960","4656","20211128"
"4630","2","터키여행","여행","해외여행","유럽","터키","127","1690","1817","20211128"
"4631","3","괌여행","여행","해외여행","오세아니아","미국","174","1585","1759","20211128"
"4632","4","태국여행","여행","해외여행","아시아","태국","166","1583","1749","20211128"
"4633","5","하와이여행","여행","해외여행","북아메리카","미국","120","1134","1254","20211128"
"4634","6","싱가포르여행","여행","해외여행","아시아","싱가포르","134","1049","1183","20211128"
"4635","7","베트남여행","여행","해외여행","아시아","베트남","99","880","979","20211128"
"4636","8","스페인여행","여행","해외여행","유럽","스페인","87","832","919","20211128"
"4637","9","미국여행","여행","해외여행","북아메리카","미국","107","780","887","20211128"
"4638","10","대만여행","여행","해외여행","아시아","대만","117","609","726","20211128"
