SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10246,1,일본여행,여행,해외여행,아시아,일본,2482,10364,12846,20230406
10247,2,대만여행,여행,해외여행,아시아,대만,1508,5835,7343,20230406
10248,3,베트남여행,여행,해외여행,아시아,베트남,896,4731,5627,20230406
10249,4,후쿠오카여행,여행,해외여행,아시아,일본,1271,4330,5601,20230406
10250,5,오사카여행,여행,해외여행,아시아,일본,1231,4295,5526,20230406
10251,6,싱가포르여행,여행,해외여행,아시아,싱가포르,771,4070,4841,20230406
10252,7,도쿄여행,여행,해외여행,아시아,일본,1043,3581,4624,20230406
10253,8,스페인여행,여행,해외여행,유럽,스페인,467,3440,3907,20230406
10254,9,세부여행,여행,해외여행,아시아,필리핀,718,3090,3808,20230406
10255,10,태국여행,여행,해외여행,아시아,태국,578,3011,3589,20230406
