SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9823,1,일본여행,여행,해외여행,아시아,일본,2177,9563,11740,20230223
9824,2,대만여행,여행,해외여행,아시아,대만,1429,5899,7328,20230223
9825,3,후쿠오카여행,여행,해외여행,아시아,일본,1306,4256,5562,20230223
9826,4,싱가포르여행,여행,해외여행,아시아,싱가포르,870,4436,5306,20230223
9827,5,베트남여행,여행,해외여행,아시아,베트남,781,4349,5130,20230223
9828,6,오사카여행,여행,해외여행,아시아,일본,1076,3624,4700,20230223
9829,7,태국여행,여행,해외여행,아시아,태국,615,3639,4254,20230223
9830,8,도쿄여행,여행,해외여행,아시아,일본,953,3061,4014,20230223
9831,9,세부여행,여행,해외여행,아시아,필리핀,597,2611,3208,20230223
9832,10,괌여행,여행,해외여행,오세아니아,미국,695,2324,3019,20230223
