SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9873,1,일본여행,여행,해외여행,아시아,일본,2049,9081,11130,20230228
9874,2,대만여행,여행,해외여행,아시아,대만,1296,5508,6804,20230228
9875,3,베트남여행,여행,해외여행,아시아,베트남,785,4284,5069,20230228
9876,4,싱가포르여행,여행,해외여행,아시아,싱가포르,702,4019,4721,20230228
9877,5,후쿠오카여행,여행,해외여행,아시아,일본,1069,3581,4650,20230228
9878,6,발리여행,여행,해외여행,아시아,인도네시아,641,3917,4558,20230228
9879,7,오사카여행,여행,해외여행,아시아,일본,913,3197,4110,20230228
9880,8,태국여행,여행,해외여행,아시아,태국,658,3445,4103,20230228
9881,9,세부여행,여행,해외여행,아시아,필리핀,624,2973,3597,20230228
9882,10,도쿄여행,여행,해외여행,아시아,일본,783,2726,3509,20230228
