"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6019","1","일본여행","여행","해외여행","아시아","일본","2455","7885","10340","20220411"
"6020","2","베트남여행","여행","해외여행","아시아","베트남","643","2524","3167","20220411"
"6021","3","괌여행","여행","해외여행","오세아니아","미국","819","2327","3146","20220411"
"6022","4","하와이여행","여행","해외여행","북아메리카","미국","500","2173","2673","20220411"
"6023","5","태국여행","여행","해외여행","아시아","태국","552","2025","2577","20220411"
"6024","6","싱가포르여행","여행","해외여행","아시아","싱가포르","424","1839","2263","20220411"
"6025","7","발리여행","여행","해외여행","아시아","인도네시아","388","1476","1864","20220411"
"6026","8","터키여행","여행","해외여행","유럽","터키","271","1536","1807","20220411"
"6027","9","사이판여행","여행","해외여행","오세아니아","미국","339","1416","1755","20220411"
"6028","10","스위스여행","여행","해외여행","유럽","스위스","352","1399","1751","20220411"
