"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2879","1","일본여행","여행","해외여행","아시아","일본","229","992","1221","20210606"
"2880","2","태국여행","여행","해외여행","아시아","태국","92","811","903","20210606"
"2881","3","하와이여행","여행","해외여행","북아메리카","미국","86","776","862","20210606"
"2882","4","괌여행","여행","해외여행","오세아니아","미국","81","652","733","20210606"
"2883","5","싱가포르여행","여행","해외여행","아시아","싱가포르","61","641","702","20210606"
"2884","6","베트남여행","여행","해외여행","아시아","베트남","71","524","595","20210606"
"2885","7","몽골여행","여행","해외여행","아시아","몽골","52","541","593","20210606"
"2886","8","스페인여행","여행","해외여행","유럽","스페인","60","456","516","20210606"
"2887","9","미국여행","여행","해외여행","북아메리카","미국","67","437","504","20210606"
"2888","10","터키여행","여행","해외여행","유럽","터키","36","430","466","20210606"
