SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10276,1,일본여행,여행,해외여행,아시아,일본,1170,11607,12777,20230409
10277,2,대만여행,여행,해외여행,아시아,대만,618,8253,8871,20230409
10278,3,베트남여행,여행,해외여행,아시아,베트남,383,5942,6325,20230409
10279,4,후쿠오카여행,여행,해외여행,아시아,일본,709,5181,5890,20230409
10280,5,싱가포르여행,여행,해외여행,아시아,싱가포르,326,5284,5610,20230409
10281,6,오사카여행,여행,해외여행,아시아,일본,628,4897,5525,20230409
10282,7,도쿄여행,여행,해외여행,아시아,일본,604,4136,4740,20230409
10283,8,태국여행,여행,해외여행,아시아,태국,281,3825,4106,20230409
10284,9,세부여행,여행,해외여행,아시아,필리핀,362,3739,4101,20230409
10285,10,발리여행,여행,해외여행,아시아,인도네시아,294,3538,3832,20230409
