SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10746,1,일본여행,여행,해외여행,아시아,일본,2058,8457,10515,20230526
10747,2,대만여행,여행,해외여행,아시아,대만,1183,4502,5685,20230526
10748,3,괌여행,여행,해외여행,오세아니아,미국,1387,4191,5578,20230526
10749,4,후쿠오카여행,여행,해외여행,아시아,일본,1182,4258,5440,20230526
10750,5,베트남여행,여행,해외여행,아시아,베트남,759,3973,4732,20230526
10751,6,오사카여행,여행,해외여행,아시아,일본,983,3630,4613,20230526
10752,7,싱가포르여행,여행,해외여행,아시아,싱가포르,677,3771,4448,20230526
10753,8,세부여행,여행,해외여행,아시아,필리핀,836,3574,4410,20230526
10754,9,도쿄여행,여행,해외여행,아시아,일본,961,2951,3912,20230526
10755,10,태국여행,여행,해외여행,아시아,태국,652,3157,3809,20230526
