SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9963,1,일본여행,여행,해외여행,아시아,일본,2182,7993,10175,20230309
9964,2,대만여행,여행,해외여행,아시아,대만,1364,5139,6503,20230309
9965,3,스페인여행,여행,해외여행,유럽,스페인,448,4968,5416,20230309
9966,4,베트남여행,여행,해외여행,아시아,베트남,841,4362,5203,20230309
9967,5,싱가포르여행,여행,해외여행,아시아,싱가포르,710,4183,4893,20230309
9968,6,후쿠오카여행,여행,해외여행,아시아,일본,1047,3612,4659,20230309
9969,7,오사카여행,여행,해외여행,아시아,일본,992,3214,4206,20230309
9970,8,태국여행,여행,해외여행,아시아,태국,585,3187,3772,20230309
9971,9,세부여행,여행,해외여행,아시아,필리핀,718,2962,3680,20230309
9972,10,도쿄여행,여행,해외여행,아시아,일본,871,2575,3446,20230309
