SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8763,1,일본여행,여행,해외여행,아시아,일본,1566,13897,15463,20221112
8764,2,후쿠오카여행,여행,해외여행,아시아,일본,801,6255,7056,20221112
8765,3,오사카여행,여행,해외여행,아시아,일본,765,5186,5951,20221112
8766,4,도쿄여행,여행,해외여행,아시아,일본,792,4628,5420,20221112
8767,5,대만여행,여행,해외여행,아시아,대만,435,4341,4776,20221112
8768,6,베트남여행,여행,해외여행,아시아,베트남,251,4218,4469,20221112
8769,7,싱가포르여행,여행,해외여행,아시아,싱가포르,285,4162,4447,20221112
8770,8,태국여행,여행,해외여행,아시아,태국,301,3397,3698,20221112
8771,9,삿포로여행,여행,해외여행,아시아,일본,323,2952,3275,20221112
8772,10,세부여행,여행,해외여행,아시아,필리핀,273,2930,3203,20221112
