SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9493,1,일본여행,여행,해외여행,아시아,일본,1140,14734,15874,20230121
9494,2,후쿠오카여행,여행,해외여행,아시아,일본,710,6218,6928,20230121
9495,3,대만여행,여행,해외여행,아시아,대만,441,6228,6669,20230121
9496,4,싱가포르여행,여행,해외여행,아시아,싱가포르,328,6062,6390,20230121
9497,5,오사카여행,여행,해외여행,아시아,일본,518,5514,6032,20230121
9498,6,베트남여행,여행,해외여행,아시아,베트남,317,5570,5887,20230121
9499,7,도쿄여행,여행,해외여행,아시아,일본,572,4956,5528,20230121
9500,8,태국여행,여행,해외여행,아시아,태국,216,4315,4531,20230121
9501,9,방콕여행,여행,해외여행,아시아,태국,206,2721,2927,20230121
9502,10,발리여행,여행,해외여행,아시아,인도네시아,162,2725,2887,20230121
