SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9423,1,일본여행,여행,해외여행,아시아,일본,1907,19560,21467,20230115
9424,2,싱가포르여행,여행,해외여행,아시아,싱가포르,564,15135,15699,20230115
9425,3,후쿠오카여행,여행,해외여행,아시아,일본,1243,9134,10377,20230115
9426,4,오사카여행,여행,해외여행,아시아,일본,1030,8135,9165,20230115
9427,5,태국여행,여행,해외여행,아시아,태국,465,8280,8745,20230115
9428,6,대만여행,여행,해외여행,아시아,대만,752,7930,8682,20230115
9429,7,베트남여행,여행,해외여행,아시아,베트남,520,8079,8599,20230115
9430,8,두바이여행,여행,해외여행,아시아,아랍에미리트,162,7568,7730,20230115
9431,9,도쿄여행,여행,해외여행,아시아,일본,944,6684,7628,20230115
9432,10,방콕여행,여행,해외여행,아시아,태국,372,4122,4494,20230115
