"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3469","1","터키여행","여행","해외여행","유럽","터키","108","1431","1539","20210804"
"3470","2","일본여행","여행","해외여행","아시아","일본","193","739","932","20210804"
"3471","3","괌여행","여행","해외여행","오세아니아","미국","143","516","659","20210804"
"3472","4","하와이여행","여행","해외여행","북아메리카","미국","125","455","580","20210804"
"3473","5","미국여행","여행","해외여행","북아메리카","미국","90","379","469","20210804"
"3474","6","사이판여행","여행","해외여행","오세아니아","미국","112","267","379","20210804"
"3475","7","태국여행","여행","해외여행","아시아","태국","90","280","370","20210804"
"3476","8","대만여행","여행","해외여행","아시아","대만","75","263","338","20210804"
"3477","9","스위스여행","여행","해외여행","유럽","스위스","58","245","303","20210804"
"3478","10","베트남여행","여행","해외여행","아시아","베트남","45","202","247","20210804"
