SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10186,1,일본여행,여행,해외여행,아시아,일본,1874,7874,9748,20230331
10187,2,대만여행,여행,해외여행,아시아,대만,1125,4354,5479,20230331
10188,3,베트남여행,여행,해외여행,아시아,베트남,704,3811,4515,20230331
10189,4,후쿠오카여행,여행,해외여행,아시아,일본,968,3218,4186,20230331
10190,5,오사카여행,여행,해외여행,아시아,일본,901,3191,4092,20230331
10191,6,싱가포르여행,여행,해외여행,아시아,싱가포르,581,3345,3926,20230331
10192,7,도쿄여행,여행,해외여행,아시아,일본,802,2554,3356,20230331
10193,8,세부여행,여행,해외여행,아시아,필리핀,621,2539,3160,20230331
10194,9,태국여행,여행,해외여행,아시아,태국,519,2639,3158,20230331
10195,10,괌여행,여행,해외여행,오세아니아,미국,681,2263,2944,20230331
