"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1611","1","일본여행","여행","해외여행","아시아","일본","155","805","960","20210130"
"1612","2","베트남여행","여행","해외여행","아시아","베트남","55","453","508","20210130"
"1613","3","두바이여행","여행","해외여행","아시아","아랍에미리트","94","352","446","20210130"
"1614","4","대만여행","여행","해외여행","아시아","대만","42","321","363","20210130"
"1615","5","하와이여행","여행","해외여행","북아메리카","미국","34","328","362","20210130"
"1616","6","미국여행","여행","해외여행","북아메리카","미국","37","314","351","20210130"
"1617","7","태국여행","여행","해외여행","아시아","태국","55","256","311","20210130"
"1618","8","스위스여행","여행","해외여행","유럽","스위스","36","265","301","20210130"
"1619","9","발리여행","여행","해외여행","아시아","인도네시아","31","213","244","20210130"
"1620","10","홍콩여행","여행","해외여행","아시아","중국","27","207","234","20210130"
