SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9793,1,일본여행,여행,해외여행,아시아,일본,2780,11559,14339,20230220
9794,2,대만여행,여행,해외여행,아시아,대만,1668,6807,8475,20230220
9795,3,싱가포르여행,여행,해외여행,아시아,싱가포르,1014,5281,6295,20230220
9796,4,베트남여행,여행,해외여행,아시아,베트남,961,5139,6100,20230220
9797,5,후쿠오카여행,여행,해외여행,아시아,일본,1407,4476,5883,20230220
9798,6,오사카여행,여행,해외여행,아시아,일본,1215,4362,5577,20230220
9799,7,태국여행,여행,해외여행,아시아,태국,818,4337,5155,20230220
9800,8,도쿄여행,여행,해외여행,아시아,일본,1125,3611,4736,20230220
9801,9,세부여행,여행,해외여행,아시아,필리핀,682,3026,3708,20230220
9802,10,발리여행,여행,해외여행,아시아,인도네시아,603,2964,3567,20230220
