SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10576,1,일본여행,여행,해외여행,아시아,일본,2385,9830,12215,20230509
10577,2,대만여행,여행,해외여행,아시아,대만,1573,6034,7607,20230509
10578,3,후쿠오카여행,여행,해외여행,아시아,일본,1569,5110,6679,20230509
10579,4,베트남여행,여행,해외여행,아시아,베트남,924,4676,5600,20230509
10580,5,오사카여행,여행,해외여행,아시아,일본,1185,4057,5242,20230509
10581,6,싱가포르여행,여행,해외여행,아시아,싱가포르,832,3871,4703,20230509
10582,7,태국여행,여행,해외여행,아시아,태국,793,3594,4387,20230509
10583,8,도쿄여행,여행,해외여행,아시아,일본,1110,3195,4305,20230509
10584,9,세부여행,여행,해외여행,아시아,필리핀,882,3416,4298,20230509
10585,10,괌여행,여행,해외여행,오세아니아,미국,1014,2772,3786,20230509
