"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"8523","1","일본여행","여행","해외여행","아시아","일본","3866","13685","17551","20221019"
"8524","2","후쿠오카여행","여행","해외여행","아시아","일본","1566","4915","6481","20221019"
"8525","3","오사카여행","여행","해외여행","아시아","일본","1394","4511","5905","20221019"
"8526","4","도쿄여행","여행","해외여행","아시아","일본","1301","3405","4706","20221019"
"8527","5","대만여행","여행","해외여행","아시아","대만","1109","3526","4635","20221019"
"8528","6","베트남여행","여행","해외여행","아시아","베트남","739","3390","4129","20221019"
"8529","7","싱가포르여행","여행","해외여행","아시아","싱가포르","653","3336","3989","20221019"
"8530","8","태국여행","여행","해외여행","아시아","태국","725","2874","3599","20221019"
"8531","9","괌여행","여행","해외여행","오세아니아","미국","738","2352","3090","20221019"
"8532","10","방콕여행","여행","해외여행","아시아","태국","601","1941","2542","20221019"
