"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2469","1","일본여행","여행","해외여행","아시아","일본","226","733","959","20210426"
"2470","2","베트남여행","여행","해외여행","아시아","베트남","113","445","558","20210426"
"2471","3","그리스여행","여행","해외여행","유럽","그리스","122","366","488","20210426"
"2472","4","대만여행","여행","해외여행","아시아","대만","99","346","445","20210426"
"2473","5","미국여행","여행","해외여행","북아메리카","미국","83","349","432","20210426"
"2474","6","태국여행","여행","해외여행","아시아","태국","100","319","419","20210426"
"2475","7","하와이여행","여행","해외여행","북아메리카","미국","99","300","399","20210426"
"2476","8","인도여행","여행","해외여행","아시아","인도","44","297","341","20210426"
"2477","9","스위스여행","여행","해외여행","유럽","스위스","73","226","299","20210426"
"2478","10","괌여행","여행","해외여행","오세아니아","미국","58","199","257","20210426"
