"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4619","1","일본여행","여행","해외여행","아시아","일본","601","3720","4321","20211127"
"4620","2","괌여행","여행","해외여행","오세아니아","미국","138","1538","1676","20211127"
"4621","3","태국여행","여행","해외여행","아시아","태국","137","1461","1598","20211127"
"4622","4","터키여행","여행","해외여행","유럽","터키","104","1189","1293","20211127"
"4623","5","싱가포르여행","여행","해외여행","아시아","싱가포르","99","983","1082","20211127"
"4624","6","하와이여행","여행","해외여행","북아메리카","미국","89","960","1049","20211127"
"4625","7","베트남여행","여행","해외여행","아시아","베트남","126","912","1038","20211127"
"4626","8","미국여행","여행","해외여행","북아메리카","미국","98","750","848","20211127"
"4627","9","사이판여행","여행","해외여행","오세아니아","미국","90","719","809","20211127"
"4628","10","스페인여행","여행","해외여행","유럽","스페인","86","682","768","20211127"
