SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10266,1,일본여행,여행,해외여행,아시아,일본,1109,9946,11055,20230408
10267,2,대만여행,여행,해외여행,아시아,대만,554,6893,7447,20230408
10268,3,베트남여행,여행,해외여행,아시아,베트남,350,5095,5445,20230408
10269,4,후쿠오카여행,여행,해외여행,아시아,일본,597,4358,4955,20230408
10270,5,오사카여행,여행,해외여행,아시아,일본,555,4050,4605,20230408
10271,6,싱가포르여행,여행,해외여행,아시아,싱가포르,317,4255,4572,20230408
10272,7,도쿄여행,여행,해외여행,아시아,일본,482,3629,4111,20230408
10273,8,태국여행,여행,해외여행,아시아,태국,196,3226,3422,20230408
10274,9,세부여행,여행,해외여행,아시아,필리핀,237,3046,3283,20230408
10275,10,괌여행,여행,해외여행,오세아니아,미국,306,2930,3236,20230408
