"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3649","1","일본여행","여행","해외여행","아시아","일본","194","1059","1253","20210822"
"3650","2","하와이여행","여행","해외여행","북아메리카","미국","84","932","1016","20210822"
"3651","3","괌여행","여행","해외여행","오세아니아","미국","73","605","678","20210822"
"3652","4","미국여행","여행","해외여행","북아메리카","미국","70","498","568","20210822"
"3653","5","사이판여행","여행","해외여행","오세아니아","미국","43","474","517","20210822"
"3654","6","태국여행","여행","해외여행","아시아","태국","59","451","510","20210822"
"3655","7","터키여행","여행","해외여행","유럽","터키","41","408","449","20210822"
"3656","8","대만여행","여행","해외여행","아시아","대만","57","379","436","20210822"
"3657","9","스위스여행","여행","해외여행","유럽","스위스","47","368","415","20210822"
"3658","10","베트남여행","여행","해외여행","아시아","베트남","35","369","404","20210822"
