SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10406,1,일본여행,여행,해외여행,아시아,일본,1053,9009,10062,20230422
10407,2,대만여행,여행,해외여행,아시아,대만,519,5485,6004,20230422
10408,3,후쿠오카여행,여행,해외여행,아시아,일본,573,4773,5346,20230422
10409,4,베트남여행,여행,해외여행,아시아,베트남,389,4687,5076,20230422
10410,5,오사카여행,여행,해외여행,아시아,일본,588,4247,4835,20230422
10411,6,싱가포르여행,여행,해외여행,아시아,싱가포르,270,4173,4443,20230422
10412,7,도쿄여행,여행,해외여행,아시아,일본,573,3387,3960,20230422
10413,8,태국여행,여행,해외여행,아시아,태국,245,3414,3659,20230422
10414,9,홍콩여행,여행,해외여행,아시아,중국,234,3206,3440,20230422
10415,10,세부여행,여행,해외여행,아시아,필리핀,275,3095,3370,20230422
