"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1651","1","일본여행","여행","해외여행","아시아","일본","229","762","991","20210203"
"1652","2","베트남여행","여행","해외여행","아시아","베트남","98","366","464","20210203"
"1653","3","두바이여행","여행","해외여행","아시아","아랍에미리트","122","312","434","20210203"
"1654","4","조지아여행","여행","해외여행","유럽","조지아","19","397","416","20210203"
"1655","5","대만여행","여행","해외여행","아시아","대만","73","342","415","20210203"
"1656","6","미국여행","여행","해외여행","북아메리카","미국","42","293","335","20210203"
"1657","7","스위스여행","여행","해외여행","유럽","스위스","60","268","328","20210203"
"1658","8","태국여행","여행","해외여행","아시아","태국","101","213","314","20210203"
"1659","9","하와이여행","여행","해외여행","북아메리카","미국","75","219","294","20210203"
"1660","10","괌여행","여행","해외여행","오세아니아","미국","83","152","235","20210203"
