"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6479","1","일본여행","여행","해외여행","아시아","일본","5663","17671","23334","20220523"
"6480","2","베트남여행","여행","해외여행","아시아","베트남","1153","4602","5755","20220523"
"6481","3","괌여행","여행","해외여행","오세아니아","미국","1018","3330","4348","20220523"
"6482","4","태국여행","여행","해외여행","아시아","태국","789","2971","3760","20220523"
"6483","5","싱가포르여행","여행","해외여행","아시아","싱가포르","637","3082","3719","20220523"
"6484","6","터키여행","여행","해외여행","유럽","터키","618","2731","3349","20220523"
"6485","7","대만여행","여행","해외여행","아시아","대만","610","2149","2759","20220523"
"6486","8","하와이여행","여행","해외여행","북아메리카","미국","487","2155","2642","20220523"
"6487","9","발리여행","여행","해외여행","아시아","인도네시아","434","1794","2228","20220523"
"6488","10","스위스여행","여행","해외여행","유럽","스위스","350","1414","1764","20220523"
