SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9833,1,일본여행,여행,해외여행,아시아,일본,1968,8944,10912,20230224
9834,2,대만여행,여행,해외여행,아시아,대만,1294,5185,6479,20230224
9835,3,베트남여행,여행,해외여행,아시아,베트남,748,4257,5005,20230224
9836,4,싱가포르여행,여행,해외여행,아시아,싱가포르,725,4127,4852,20230224
9837,5,후쿠오카여행,여행,해외여행,아시아,일본,1108,3702,4810,20230224
9838,6,오사카여행,여행,해외여행,아시아,일본,940,3159,4099,20230224
9839,7,태국여행,여행,해외여행,아시아,태국,549,3436,3985,20230224
9840,8,도쿄여행,여행,해외여행,아시아,일본,879,2785,3664,20230224
9841,9,세부여행,여행,해외여행,아시아,필리핀,557,2401,2958,20230224
9842,10,괌여행,여행,해외여행,오세아니아,미국,636,2130,2766,20230224
