SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10686,1,일본여행,여행,해외여행,아시아,일본,951,8647,9598,20230520
10687,2,몽골여행,여행,해외여행,아시아,몽골,353,7319,7672,20230520
10688,3,대만여행,여행,해외여행,아시아,대만,497,4764,5261,20230520
10689,4,후쿠오카여행,여행,해외여행,아시아,일본,574,4626,5200,20230520
10690,5,오사카여행,여행,해외여행,아시아,일본,581,4040,4621,20230520
10691,6,베트남여행,여행,해외여행,아시아,베트남,332,4179,4511,20230520
10692,7,싱가포르여행,여행,해외여행,아시아,싱가포르,263,3881,4144,20230520
10693,8,도쿄여행,여행,해외여행,아시아,일본,484,3344,3828,20230520
10694,9,태국여행,여행,해외여행,아시아,태국,241,3316,3557,20230520
10695,10,세부여행,여행,해외여행,아시아,필리핀,277,3184,3461,20230520
