"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4159","1","일본여행","여행","해외여행","아시아","일본","982","3022","4004","20211012"
"4160","2","싱가포르여행","여행","해외여행","아시아","싱가포르","827","2677","3504","20211012"
"4161","3","태국여행","여행","해외여행","아시아","태국","462","1956","2418","20211012"
"4162","4","괌여행","여행","해외여행","오세아니아","미국","579","1533","2112","20211012"
"4163","5","사이판여행","여행","해외여행","오세아니아","미국","394","1633","2027","20211012"
"4164","6","하와이여행","여행","해외여행","북아메리카","미국","274","1157","1431","20211012"
"4165","7","베트남여행","여행","해외여행","아시아","베트남","214","753","967","20211012"
"4166","8","스페인여행","여행","해외여행","유럽","스페인","203","745","948","20211012"
"4167","9","미국여행","여행","해외여행","북아메리카","미국","197","696","893","20211012"
"4168","10","스위스여행","여행","해외여행","유럽","스위스","179","623","802","20211012"
