ALL_KWRD_RANK_CO,SRCHWRD_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
5,싱가포르여행,아시아,싱가포르,218,1686,1904,20211121
6,하와이여행,북아메리카,미국,118,1489,1607,20211121
7,베트남여행,아시아,베트남,149,1354,1503,20211121
8,스페인여행,유럽,스페인,140,1028,1168,20211121
9,대만여행,아시아,대만,116,974,1090,20211121
10,미국여행,북아메리카,미국,116,833,949,20211121
1,일본여행,아시아,일본,1317,4404,5721,20211110
2,태국여행,아시아,태국,509,1947,2456,20211110
3,괌여행,오세아니아,미국,539,1712,2251,20211110
4,싱가포르여행,아시아,싱가포르,266,1179,1445,20211110
5,하와이여행,북아메리카,미국,343,1095,1438,20211110
6,터키여행,유럽,터키,292,1141,1433,20211110
7,베트남여행,아시아,베트남,259,1138,1397,20211110
8,스페인여행,유럽,스페인,221,906,1127,20211110
9,미국여행,북아메리카,미국,228,799,1027,20211110
10,대만여행,아시아,대만,223,708,931,20211110
1,일본여행,아시아,일본,686,4097,4783,20211113
2,태국여행,아시아,태국,158,1882,2040,20211113
3,괌여행,오세아니아,미국,163,1727,1890,20211113
4,하와이여행,북아메리카,미국,141,1375,1516,20211113
5,터키여행,유럽,터키,92,1390,1482,20211113
6,싱가포르여행,아시아,싱가포르,122,1252,1374,20211113
7,베트남여행,아시아,베트남,129,1232,1361,20211113
8,스페인여행,유럽,스페인,94,1023,1117,20211113
9,스위스여행,유럽,스위스,94,828,922,20211113
10,대만여행,아시아,대만,97,745,842,20211113
1,일본여행,아시아,일본,1269,4248,5517,20211118
2,태국여행,아시아,태국,500,1628,2128,20211118
3,괌여행,오세아니아,미국,584,1526,2110,20211118
4,싱가포르여행,아시아,싱가포르,312,1545,1857,20211118
5,하와이여행,북아메리카,미국,273,1245,1518,20211118
6,베트남여행,아시아,베트남,233,1161,1394,20211118
7,터키여행,유럽,터키,255,1063,1318,20211118
8,스페인여행,유럽,스페인,207,869,1076,20211118
9,스위스여행,유럽,스위스,183,689,872,20211118
10,대만여행,아시아,대만,217,634,851,20211118
1,일본여행,아시아,일본,860,5339,6199,20211114
2,터키여행,유럽,터키,178,2764,2942,20211114
3,괌여행,오세아니아,미국,229,2467,2696,20211114
4,태국여행,아시아,태국,254,2238,2492,20211114
5,싱가포르여행,아시아,싱가포르,139,1618,1757,20211114
6,베트남여행,아시아,베트남,137,1609,1746,20211114
7,하와이여행,북아메리카,미국,144,1560,1704,20211114
8,스페인여행,유럽,스페인,139,1372,1511,20211114
9,스위스여행,유럽,스위스,131,1244,1375,20211114
10,대만여행,아시아,대만,110,974,1084,20211114
1,일본여행,아시아,일본,1294,3768,5062,20211111
2,태국여행,아시아,태국,399,1820,2219,20211111
3,괌여행,오세아니아,미국,573,1602,2175,20211111
4,싱가포르여행,아시아,싱가포르,299,1219,1518,20211111
5,베트남여행,아시아,베트남,277,1173,1450,20211111
6,하와이여행,북아메리카,미국,280,1056,1336,20211111
7,터키여행,유럽,터키,214,980,1194,20211111
8,스페인여행,유럽,스페인,206,880,1086,20211111
9,미국여행,북아메리카,미국,187,753,940,20211111
10,스위스여행,유럽,스위스,174,694,868,20211111
1,일본여행,아시아,일본,1205,3795,5000,20211112
2,괌여행,오세아니아,미국,495,1710,2205,20211112
3,태국여행,아시아,태국,456,1732,2188,20211112
4,터키여행,유럽,터키,216,1244,1460,20211112
5,싱가포르여행,아시아,싱가포르,241,1159,1400,20211112
6,베트남여행,아시아,베트남,253,1145,1398,20211112
7,하와이여행,북아메리카,미국,278,1106,1384,20211112
8,스페인여행,유럽,스페인,220,845,1065,20211112
9,미국여행,북아메리카,미국,194,730,924,20211112
10,대만여행,아시아,대만,183,676,859,20211112
1,일본여행,아시아,일본,1676,5520,7196,20211115
2,싱가포르여행,아시아,싱가포르,575,2605,3180,20211115
3,태국여행,아시아,태국,628,2077,2705,20211115
4,괌여행,오세아니아,미국,614,1890,2504,20211115
5,터키여행,유럽,터키,300,1630,1930,20211115
6,베트남여행,아시아,베트남,282,1412,1694,20211115
7,하와이여행,북아메리카,미국,303,1372,1675,20211115
8,스페인여행,유럽,스페인,261,1139,1400,20211115
9,스위스여행,유럽,스위스,234,1078,1312,20211115
10,미국여행,북아메리카,미국,250,871,1121,20211115
1,일본여행,아시아,일본,1415,4465,5880,20211117
2,괌여행,오세아니아,미국,550,1676,2226,20211117
3,태국여행,아시아,태국,453,1700,2153,20211117
4,싱가포르여행,아시아,싱가포르,342,1731,2073,20211117
5,하와이여행,북아메리카,미국,339,1202,1541,20211117
6,베트남여행,아시아,베트남,274,1203,1477,20211117
7,터키여행,유럽,터키,232,1178,1410,20211117
8,스페인여행,유럽,스페인,211,911,1122,20211117
9,사이판여행,오세아니아,미국,171,940,1111,20211117
10,스위스여행,유럽,스위스,193,787,980,20211117
1,일본여행,아시아,일본,656,2158,2814,20210928
2,사이판여행,오세아니아,미국,298,1198,1496,20210928
3,괌여행,오세아니아,미국,374,1092,1466,20210928
4,하와이여행,북아메리카,미국,213,915,1128,20210928
5,태국여행,아시아,태국,236,856,1092,20210928
6,미국여행,북아메리카,미국,201,754,955,20210928
7,발리여행,아시아,인도네시아,170,613,783,20210928
8,이탈리아여행,유럽,이탈리아,122,589,711,20210928
9,대만여행,아시아,대만,162,479,641,20210928
10,스위스여행,유럽,스위스,176,451,627,20210928
1,일본여행,아시아,일본,529,3845,4374,20211030
2,태국여행,아시아,태국,239,2282,2521,20211030
3,괌여행,오세아니아,미국,140,1657,1797,20211030
4,베트남여행,아시아,베트남,112,1400,1512,20211030
5,하와이여행,북아메리카,미국,146,1170,1316,20211030
6,싱가포르여행,아시아,싱가포르,111,1189,1300,20211030
7,터키여행,유럽,터키,96,1012,1108,20211030
8,스페인여행,유럽,스페인,116,824,940,20211030
9,사이판여행,오세아니아,미국,93,835,928,20211030
10,미국여행,북아메리카,미국,88,713,801,20211030
1,일본여행,아시아,일본,1270,4322,5592,20211104
2,태국여행,아시아,태국,716,2677,3393,20211104
3,괌여행,오세아니아,미국,533,1542,2075,20211104
4,하와이여행,북아메리카,미국,341,1279,1620,20211104
5,싱가포르여행,아시아,싱가포르,308,1115,1423,20211104
6,터키여행,유럽,터키,244,1166,1410,20211104
7,베트남여행,아시아,베트남,264,1131,1395,20211104
8,스페인여행,유럽,스페인,243,1036,1279,20211104
9,미국여행,북아메리카,미국,202,868,1070,20211104
10,스위스여행,유럽,스위스,197,756,953,20211104
1,일본여행,아시아,일본,1075,3922,4997,20211105
2,태국여행,아시아,태국,526,2080,2606,20211105
3,괌여행,오세아니아,미국,410,1373,1783,20211105
4,싱가포르여행,아시아,싱가포르,228,1130,1358,20211105
5,하와이여행,북아메리카,미국,268,1088,1356,20211105
6,터키여행,유럽,터키,191,1112,1303,20211105
7,베트남여행,아시아,베트남,244,1050,1294,20211105
8,스페인여행,유럽,스페인,251,821,1072,20211105
9,미국여행,북아메리카,미국,197,751,948,20211105
10,스위스여행,유럽,스위스,172,662,834,20211105
1,일본여행,아시아,일본,651,4250,4901,20211106
2,태국여행,아시아,태국,213,2020,2233,20211106
3,터키여행,유럽,터키,139,2039,2178,20211106
4,괌여행,오세아니아,미국,184,1784,1968,20211106
5,하와이여행,북아메리카,미국,139,1279,1418,20211106
6,싱가포르여행,아시아,싱가포르,128,1191,1319,20211106
7,베트남여행,아시아,베트남,128,1121,1249,20211106
8,스페인여행,유럽,스페인,113,887,1000,20211106
9,대만여행,아시아,대만,104,730,834,20211106
10,미국여행,북아메리카,미국,109,714,823,20211106
1,일본여행,아시아,일본,1165,4331,5496,20211119
2,싱가포르여행,아시아,싱가포르,367,1505,1872,20211119
3,태국여행,아시아,태국,348,1430,1778,20211119
4,괌여행,오세아니아,미국,369,1354,1723,20211119
5,하와이여행,북아메리카,미국,254,1098,1352,20211119
6,터키여행,유럽,터키,203,1121,1324,20211119
7,베트남여행,아시아,베트남,207,986,1193,20211119
8,스위스여행,유럽,스위스,207,831,1038,20211119
9,스페인여행,유럽,스페인,198,793,991,20211119
10,미국여행,북아메리카,미국,167,658,825,20211119
1,일본여행,아시아,일본,1419,4639,6058,20211109
2,태국여행,아시아,태국,666,2212,2878,20211109
3,괌여행,오세아니아,미국,726,1956,2682,20211109
4,터키여행,유럽,터키,279,1464,1743,20211109
5,하와이여행,북아메리카,미국,320,1411,1731,20211109
6,베트남여행,아시아,베트남,322,1361,1683,20211109
7,싱가포르여행,아시아,싱가포르,312,1317,1629,20211109
8,스페인여행,유럽,스페인,273,1000,1273,20211109
9,미국여행,북아메리카,미국,283,926,1209,20211109
10,스위스여행,유럽,스위스,228,772,1000,20211109
1,일본여행,아시아,일본,1600,4919,6519,20211108
2,태국여행,아시아,태국,801,2463,3264,20211108
3,괌여행,오세아니아,미국,803,2046,2849,20211108
4,하와이여행,북아메리카,미국,357,1396,1753,20211108
5,싱가포르여행,아시아,싱가포르,347,1404,1751,20211108
6,베트남여행,아시아,베트남,385,1335,1720,20211108
7,터키여행,유럽,터키,268,1409,1677,20211108
8,스페인여행,유럽,스페인,281,1227,1508,20211108
9,미국여행,북아메리카,미국,264,951,1215,20211108
10,스위스여행,유럽,스위스,238,947,1185,20211108
1,일본여행,아시아,일본,836,5055,5891,20211107
2,태국여행,아시아,태국,274,2720,2994,20211107
3,괌여행,오세아니아,미국,221,2593,2814,20211107
4,터키여행,유럽,터키,166,1807,1973,20211107
5,하와이여행,북아메리카,미국,148,1705,1853,20211107
6,베트남여행,아시아,베트남,152,1574,1726,20211107
7,싱가포르여행,아시아,싱가포르,167,1453,1620,20211107
8,스페인여행,유럽,스페인,123,1368,1491,20211107
9,사이판여행,오세아니아,미국,117,1237,1354,20211107
10,스위스여행,유럽,스위스,118,1088,1206,20211107
1,일본여행,아시아,일본,1342,4647,5989,20211103
2,태국여행,아시아,태국,877,3054,3931,20211103
3,괌여행,오세아니아,미국,610,1654,2264,20211103
4,하와이여행,북아메리카,미국,327,1491,1818,20211103
5,싱가포르여행,아시아,싱가포르,284,1302,1586,20211103
6,베트남여행,아시아,베트남,291,1294,1585,20211103
7,터키여행,유럽,터키,251,1319,1570,20211103
8,스페인여행,유럽,스페인,277,1062,1339,20211103
9,미국여행,북아메리카,미국,207,883,1090,20211103
10,대만여행,아시아,대만,197,836,1033,20211103
1,일본여행,아시아,일본,1614,5224,6838,20211101
2,태국여행,아시아,태국,1225,4267,5492,20211101
3,괌여행,오세아니아,미국,694,2030,2724,20211101
4,하와이여행,북아메리카,미국,418,2090,2508,20211101
5,터키여행,유럽,터키,280,1664,1944,20211101
6,싱가포르여행,아시아,싱가포르,295,1521,1816,20211101
7,베트남여행,아시아,베트남,347,1421,1768,20211101
8,스페인여행,유럽,스페인,270,1145,1415,20211101
9,대만여행,아시아,대만,291,914,1205,20211101
10,미국여행,북아메리카,미국,231,889,1120,20211101
1,일본여행,아시아,일본,1243,4193,5436,20211026
2,태국여행,아시아,태국,759,2719,3478,20211026
3,괌여행,오세아니아,미국,590,1781,2371,20211026
4,하와이여행,북아메리카,미국,311,1477,1788,20211026
5,싱가포르여행,아시아,싱가포르,343,1325,1668,20211026
6,베트남여행,아시아,베트남,236,1010,1246,20211026
7,스페인여행,유럽,스페인,249,965,1214,20211026
8,사이판여행,오세아니아,미국,224,951,1175,20211026
9,터키여행,유럽,터키,217,910,1127,20211026
10,미국여행,북아메리카,미국,259,830,1089,20211026
1,일본여행,아시아,일본,694,4262,4956,20211024
2,태국여행,아시아,태국,313,3456,3769,20211024
3,괌여행,오세아니아,미국,153,2473,2626,20211024
4,하와이여행,북아메리카,미국,162,1820,1982,20211024
5,싱가포르여행,아시아,싱가포르,137,1683,1820,20211024
6,사이판여행,오세아니아,미국,107,1439,1546,20211024
7,터키여행,유럽,터키,110,1163,1273,20211024
8,스페인여행,유럽,스페인,128,1113,1241,20211024
9,베트남여행,아시아,베트남,135,1014,1149,20211024
10,대만여행,아시아,대만,123,933,1056,20211024
1,일본여행,아시아,일본,1611,5187,6798,20211102
2,태국여행,아시아,태국,1155,3949,5104,20211102
3,괌여행,오세아니아,미국,627,1734,2361,20211102
4,하와이여행,북아메리카,미국,353,1500,1853,20211102
5,싱가포르여행,아시아,싱가포르,335,1369,1704,20211102
6,베트남여행,아시아,베트남,322,1371,1693,20211102
7,터키여행,유럽,터키,256,1310,1566,20211102
8,스페인여행,유럽,스페인,265,1054,1319,20211102
9,미국여행,북아메리카,미국,219,854,1073,20211102
10,스위스여행,유럽,스위스,210,847,1057,20211102
1,일본여행,아시아,일본,1073,3705,4778,20211029
2,태국여행,아시아,태국,560,2307,2867,20211029
3,괌여행,오세아니아,미국,490,1537,2027,20211029
4,하와이여행,북아메리카,미국,269,1119,1388,20211029
5,싱가포르여행,아시아,싱가포르,239,1124,1363,20211029
6,베트남여행,아시아,베트남,235,1094,1329,20211029
7,터키여행,유럽,터키,203,1039,1242,20211029
8,사이판여행,오세아니아,미국,216,750,966,20211029
9,스페인여행,유럽,스페인,189,740,929,20211029
10,미국여행,북아메리카,미국,156,742,898,20211029
1,일본여행,아시아,일본,1120,3845,4965,20211028
2,태국여행,아시아,태국,644,2223,2867,20211028
3,괌여행,오세아니아,미국,695,1932,2627,20211028
4,싱가포르여행,아시아,싱가포르,285,1337,1622,20211028
5,하와이여행,북아메리카,미국,307,1260,1567,20211028
6,베트남여행,아시아,베트남,266,1046,1312,20211028
7,터키여행,유럽,터키,201,989,1190,20211028
8,사이판여행,오세아니아,미국,260,886,1146,20211028
9,스페인여행,유럽,스페인,242,859,1101,20211028
10,미국여행,북아메리카,미국,233,816,1049,20211028
1,일본여행,아시아,일본,1295,4332,5627,20211025
2,태국여행,아시아,태국,1015,3170,4185,20211025
3,괌여행,오세아니아,미국,618,2097,2715,20211025
4,싱가포르여행,아시아,싱가포르,321,1456,1777,20211025
5,하와이여행,북아메리카,미국,352,1406,1758,20211025
