"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40832","1","부산여행","여행","국내여행","부산광역시","1520","767","2287","20191008"
"40833","2","제주여행","여행","국내여행","제주특별자치도","1158","354","1512","20191008"
"40834","3","경주여행","여행","국내여행","경상북도","1032","415","1447","20191008"
"40835","4","강릉여행","여행","국내여행","강원도","673","277","950","20191008"
"40836","5","여수여행","여행","국내여행","전라남도","662","231","893","20191008"
"40837","6","군산여행","여행","국내여행","전라북도","607","222","829","20191008"
"40838","7","전주여행","여행","국내여행","전라북도","521","198","719","20191008"
"40839","8","속초여행","여행","국내여행","강원도","509","206","715","20191008"
"40840","9","대구여행","여행","국내여행","대구광역시","461","193","654","20191008"
"40841","10","순천여행","여행","국내여행","전라남도","405","180","585","20191008"
