"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44022","1","제주여행","여행","국내여행","제주특별자치도","167","1773","1940","20200822"
"44023","2","부산여행","여행","국내여행","부산광역시","166","1446","1612","20200822"
"44024","3","여수여행","여행","국내여행","전라남도","130","932","1062","20200822"
"44025","4","강릉여행","여행","국내여행","강원도","140","836","976","20200822"
"44026","5","속초여행","여행","국내여행","강원도","122","838","960","20200822"
"44027","6","경주여행","여행","국내여행","경상북도","131","748","879","20200822"
"44028","7","남해여행","여행","국내여행","경상남도","77","548","625","20200822"
"44029","8","울산여행","여행","국내여행","울산광역시","50","391","441","20200822"
"44030","9","통영여행","여행","국내여행","경상남도","54","367","421","20200822"
"44031","10","군산여행","여행","국내여행","전라북도","59","345","404","20200822"
