"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49292","1","부산여행","여행","국내여행","부산광역시","667","2129","2796","20220126"
"49293","2","제주여행","여행","국내여행","제주특별자치도","434","1758","2192","20220126"
"49294","3","강릉여행","여행","국내여행","강원도","288","995","1283","20220126"
"49295","4","경주여행","여행","국내여행","경상북도","310","967","1277","20220126"
"49296","5","여수여행","여행","국내여행","전라남도","263","996","1259","20220126"
"49297","6","전주여행","여행","국내여행","전라북도","214","692","906","20220126"
"49298","7","속초여행","여행","국내여행","강원도","195","578","773","20220126"
"49299","8","군산여행","여행","국내여행","전라북도","171","556","727","20220126"
"49300","9","남해여행","여행","국내여행","경상남도","179","495","674","20220126"
"49301","10","포항여행","여행","국내여행","경상북도","151","485","636","20220126"
