"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48602","1","부산여행","여행","국내여행","부산광역시","721","1939","2660","20211123"
"48603","2","제주여행","여행","국내여행","제주특별자치도","495","1721","2216","20211123"
"48604","3","경주여행","여행","국내여행","경상북도","333","936","1269","20211123"
"48605","4","여수여행","여행","국내여행","전라남도","339","908","1247","20211123"
"48606","5","강릉여행","여행","국내여행","강원도","331","906","1237","20211123"
"48607","6","전주여행","여행","국내여행","전라북도","217","553","770","20211123"
"48608","7","속초여행","여행","국내여행","강원도","194","501","695","20211123"
"48609","8","대구여행","여행","국내여행","대구광역시","163","442","605","20211123"
"48610","9","군산여행","여행","국내여행","전라북도","173","428","601","20211123"
"48611","10","포항여행","여행","국내여행","경상북도","162","408","570","20211123"
