"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40422","1","부산여행","여행","국내여행","부산광역시","1467","785","2252","20190828"
"40423","2","제주여행","여행","국내여행","제주특별자치도","1387","567","1954","20190828"
"40424","3","경주여행","여행","국내여행","경상북도","1039","297","1336","20190828"
"40425","4","강릉여행","여행","국내여행","강원도","709","256","965","20190828"
"40426","5","여수여행","여행","국내여행","전라남도","690","274","964","20190828"
"40427","6","속초여행","여행","국내여행","강원도","480","194","674","20190828"
"40428","7","전주여행","여행","국내여행","전라북도","465","208","673","20190828"
"40429","8","대구여행","여행","국내여행","대구광역시","422","187","609","20190828"
"40430","9","군산여행","여행","국내여행","전라북도","409","162","571","20190828"
"40431","10","춘천여행","여행","국내여행","강원도","339","132","471","20190828"
