"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45792","1","제주여행","여행","국내여행","제주특별자치도","568","2151","2719","20210215"
"45793","2","부산여행","여행","국내여행","부산광역시","503","1524","2027","20210215"
"45794","3","경주여행","여행","국내여행","경상북도","330","854","1184","20210215"
"45795","4","여수여행","여행","국내여행","전라남도","282","793","1075","20210215"
"45796","5","강릉여행","여행","국내여행","강원도","264","780","1044","20210215"
"45797","6","전주여행","여행","국내여행","전라북도","182","535","717","20210215"
"45798","7","속초여행","여행","국내여행","강원도","185","486","671","20210215"
"45799","8","남해여행","여행","국내여행","경상남도","185","443","628","20210215"
"45800","9","군산여행","여행","국내여행","전라북도","160","415","575","20210215"
"45801","10","대구여행","여행","국내여행","대구광역시","104","346","450","20210215"
