"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47712","1","제주여행","여행","국내여행","제주특별자치도","413","1264","1677","20210826"
"47713","2","경주여행","여행","국내여행","경상북도","370","1296","1666","20210826"
"47714","3","부산여행","여행","국내여행","부산광역시","373","1118","1491","20210826"
"47715","4","여수여행","여행","국내여행","전라남도","304","912","1216","20210826"
"47716","5","강릉여행","여행","국내여행","강원도","216","787","1003","20210826"
"47717","6","속초여행","여행","국내여행","강원도","173","571","744","20210826"
"47718","7","군산여행","여행","국내여행","전라북도","201","509","710","20210826"
"47719","8","전주여행","여행","국내여행","전라북도","166","460","626","20210826"
"47720","9","남해여행","여행","국내여행","경상남도","168","434","602","20210826"
"47721","10","춘천여행","여행","국내여행","강원도","122","404","526","20210826"
