"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44462","1","제주여행","여행","국내여행","제주특별자치도","412","1748","2160","20201005"
"44463","2","부산여행","여행","국내여행","부산광역시","368","1314","1682","20201005"
"44464","3","경주여행","여행","국내여행","경상북도","381","1271","1652","20201005"
"44465","4","여수여행","여행","국내여행","전라남도","270","794","1064","20201005"
"44466","5","강릉여행","여행","국내여행","강원도","274","680","954","20201005"
"44467","6","남해여행","여행","국내여행","경상남도","207","534","741","20201005"
"44468","7","전주여행","여행","국내여행","전라북도","219","487","706","20201005"
"44469","8","속초여행","여행","국내여행","강원도","216","473","689","20201005"
"44470","9","군산여행","여행","국내여행","전라북도","180","430","610","20201005"
"44471","10","춘천여행","여행","국내여행","강원도","123","344","467","20201005"
