"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44382","1","제주여행","여행","국내여행","제주특별자치도","169","1592","1761","20200927"
"44383","2","부산여행","여행","국내여행","부산광역시","173","1254","1427","20200927"
"44384","3","경주여행","여행","국내여행","경상북도","142","946","1088","20200927"
"44385","4","여수여행","여행","국내여행","전라남도","123","899","1022","20200927"
"44386","5","강릉여행","여행","국내여행","강원도","132","768","900","20200927"
"44387","6","속초여행","여행","국내여행","강원도","97","576","673","20200927"
"44388","7","남해여행","여행","국내여행","경상남도","90","583","673","20200927"
"44389","8","전주여행","여행","국내여행","전라북도","77","491","568","20200927"
"44390","9","군산여행","여행","국내여행","전라북도","64","442","506","20200927"
"44391","10","춘천여행","여행","국내여행","강원도","51","395","446","20200927"
