"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47032","1","부산여행","여행","국내여행","부산광역시","479","2390","2869","20210619"
"47033","2","제주여행","여행","국내여행","제주특별자치도","340","2075","2415","20210619"
"47034","3","여수여행","여행","국내여행","전라남도","204","1579","1783","20210619"
"47035","4","경주여행","여행","국내여행","경상북도","243","1402","1645","20210619"
"47036","5","강릉여행","여행","국내여행","강원도","234","1354","1588","20210619"
"47037","6","속초여행","여행","국내여행","강원도","133","874","1007","20210619"
"47038","7","남해여행","여행","국내여행","경상남도","136","806","942","20210619"
"47039","8","전주여행","여행","국내여행","전라북도","103","767","870","20210619"
"47040","9","군산여행","여행","국내여행","전라북도","96","748","844","20210619"
"47041","10","대구여행","여행","국내여행","대구광역시","67","586","653","20210619"
