"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48122","1","제주여행","여행","국내여행","제주특별자치도","596","1957","2553","20211006"
"48123","2","부산여행","여행","국내여행","부산광역시","581","1759","2340","20211006"
"48124","3","경주여행","여행","국내여행","경상북도","623","1642","2265","20211006"
"48125","4","여수여행","여행","국내여행","전라남도","404","1262","1666","20211006"
"48126","5","강릉여행","여행","국내여행","강원도","283","843","1126","20211006"
"48127","6","전주여행","여행","국내여행","전라북도","256","790","1046","20211006"
"48128","7","군산여행","여행","국내여행","전라북도","209","743","952","20211006"
"48129","8","속초여행","여행","국내여행","강원도","205","606","811","20211006"
"48130","9","포항여행","여행","국내여행","경상북도","196","532","728","20211006"
"48131","10","남해여행","여행","국내여행","경상남도","227","490","717","20211006"
