"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46402","1","제주여행","여행","국내여행","제주특별자치도","278","2235","2513","20210417"
"46403","2","부산여행","여행","국내여행","부산광역시","208","1561","1769","20210417"
"46404","3","경주여행","여행","국내여행","경상북도","153","1123","1276","20210417"
"46405","4","여수여행","여행","국내여행","전라남도","160","1116","1276","20210417"
"46406","5","강릉여행","여행","국내여행","강원도","133","816","949","20210417"
"46407","6","전주여행","여행","국내여행","전라북도","101","678","779","20210417"
"46408","7","속초여행","여행","국내여행","강원도","91","661","752","20210417"
"46409","8","남해여행","여행","국내여행","경상남도","95","609","704","20210417"
"46410","9","군산여행","여행","국내여행","전라북도","72","545","617","20210417"
"46411","10","대구여행","여행","국내여행","대구광역시","62","482","544","20210417"
