"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41722","1","부산여행","여행","국내여행","부산광역시","2831","549","3380","20200105"
"41723","2","제주여행","여행","국내여행","제주특별자치도","2130","299","2429","20200105"
"41724","3","경주여행","여행","국내여행","경상북도","1236","139","1375","20200105"
"41725","4","강릉여행","여행","국내여행","강원도","1130","194","1324","20200105"
"41726","5","여수여행","여행","국내여행","전라남도","1166","150","1316","20200105"
"41727","6","속초여행","여행","국내여행","강원도","796","87","883","20200105"
"41728","7","대구여행","여행","국내여행","대구광역시","658","93","751","20200105"
"41729","8","군산여행","여행","국내여행","전라북도","624","116","740","20200105"
"41730","9","전주여행","여행","국내여행","전라북도","623","100","723","20200105"
"41731","10","통영여행","여행","국내여행","경상남도","448","68","516","20200105"
