"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42312","1","제주여행","여행","국내여행","제주특별자치도","2373","560","2933","20200304"
"42313","2","강릉여행","여행","국내여행","강원도","605","186","791","20200304"
"42314","3","여수여행","여행","국내여행","전라남도","457","133","590","20200304"
"42315","4","속초여행","여행","국내여행","강원도","385","158","543","20200304"
"42316","5","부산여행","여행","국내여행","부산광역시","383","96","479","20200304"
"42317","6","남해여행","여행","국내여행","경상남도","219","78","297","20200304"
"42318","7","전주여행","여행","국내여행","전라북도","199","80","279","20200304"
"42319","8","춘천여행","여행","국내여행","강원도","192","71","263","20200304"
"42320","9","경주여행","여행","국내여행","경상북도","189","70","259","20200304"
"42321","10","목포여행","여행","국내여행","전라남도","195","54","249","20200304"
