"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40532","1","부산여행","여행","국내여행","부산광역시","1717","364","2081","20190908"
"40533","2","제주여행","여행","국내여행","제주특별자치도","1157","220","1377","20190908"
"40534","3","경주여행","여행","국내여행","경상북도","1129","177","1306","20190908"
"40535","4","여수여행","여행","국내여행","전라남도","782","107","889","20190908"
"40536","5","강릉여행","여행","국내여행","강원도","593","152","745","20190908"
"40537","6","전주여행","여행","국내여행","전라북도","490","114","604","20190908"
"40538","7","속초여행","여행","국내여행","강원도","489","85","574","20190908"
"40539","8","군산여행","여행","국내여행","전라북도","440","79","519","20190908"
"40540","9","대구여행","여행","국내여행","대구광역시","441","77","518","20190908"
"40541","10","춘천여행","여행","국내여행","강원도","419","56","475","20190908"
