SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54612,1,부산여행,여행,국내여행,부산광역시,767,1968,2735,20230509
54613,2,여수여행,여행,국내여행,전라남도,434,1510,1944,20230509
54614,3,경주여행,여행,국내여행,경상북도,545,1283,1828,20230509
54615,4,제주여행,여행,국내여행,제주특별자치도,385,1224,1609,20230509
54616,5,군산여행,여행,국내여행,전라북도,241,869,1110,20230509
54617,6,강릉여행,여행,국내여행,강원도,251,852,1103,20230509
54618,7,전주여행,여행,국내여행,전라북도,277,765,1042,20230509
54619,8,남해여행,여행,국내여행,경상남도,280,650,930,20230509
54620,9,속초여행,여행,국내여행,강원도,233,628,861,20230509
54621,10,대구여행,여행,국내여행,대구광역시,201,610,811,20230509
