"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43142","1","제주여행","여행","국내여행","제주특별자치도","2064","506","2570","20200526"
"43143","2","부산여행","여행","국내여행","부산광역시","1088","319","1407","20200526"
"43144","3","강릉여행","여행","국내여행","강원도","872","280","1152","20200526"
"43145","4","여수여행","여행","국내여행","전라남도","791","282","1073","20200526"
"43146","5","경주여행","여행","국내여행","경상북도","644","234","878","20200526"
"43147","6","속초여행","여행","국내여행","강원도","608","229","837","20200526"
"43148","7","남해여행","여행","국내여행","경상남도","528","219","747","20200526"
"43149","8","전주여행","여행","국내여행","전라북도","505","159","664","20200526"
"43150","9","군산여행","여행","국내여행","전라북도","367","173","540","20200526"
"43151","10","춘천여행","여행","국내여행","강원도","337","109","446","20200526"
