"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48852","1","부산여행","여행","국내여행","부산광역시","237","1837","2074","20211218"
"48853","2","제주여행","여행","국내여행","제주특별자치도","169","1349","1518","20211218"
"48854","3","강릉여행","여행","국내여행","강원도","138","1031","1169","20211218"
"48855","4","경주여행","여행","국내여행","경상북도","100","840","940","20211218"
"48856","5","여수여행","여행","국내여행","전라남도","106","832","938","20211218"
"48857","6","속초여행","여행","국내여행","강원도","82","571","653","20211218"
"48858","7","전주여행","여행","국내여행","전라북도","72","545","617","20211218"
"48859","8","포항여행","여행","국내여행","경상북도","74","464","538","20211218"
"48860","9","군산여행","여행","국내여행","전라북도","49","430","479","20211218"
"48861","10","대구여행","여행","국내여행","대구광역시","61","406","467","20211218"
