"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44512","1","제주여행","여행","국내여행","제주특별자치도","168","1822","1990","20201010"
"44513","2","부산여행","여행","국내여행","부산광역시","156","1521","1677","20201010"
"44514","3","경주여행","여행","국내여행","경상북도","161","1243","1404","20201010"
"44515","4","강릉여행","여행","국내여행","강원도","107","930","1037","20201010"
"44516","5","여수여행","여행","국내여행","전라남도","111","904","1015","20201010"
"44517","6","속초여행","여행","국내여행","강원도","94","826","920","20201010"
"44518","7","남해여행","여행","국내여행","경상남도","91","634","725","20201010"
"44519","8","전주여행","여행","국내여행","전라북도","67","654","721","20201010"
"44520","9","군산여행","여행","국내여행","전라북도","65","620","685","20201010"
"44521","10","울산여행","여행","국내여행","울산광역시","44","502","546","20201010"
