"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47622","1","제주여행","여행","국내여행","제주특별자치도","378","1445","1823","20210817"
"47623","2","여수여행","여행","국내여행","전라남도","371","1241","1612","20210817"
"47624","3","경주여행","여행","국내여행","경상북도","471","1136","1607","20210817"
"47625","4","부산여행","여행","국내여행","부산광역시","328","1107","1435","20210817"
"47626","5","강릉여행","여행","국내여행","강원도","281","894","1175","20210817"
"47627","6","전주여행","여행","국내여행","전라북도","180","646","826","20210817"
"47628","7","군산여행","여행","국내여행","전라북도","196","625","821","20210817"
"47629","8","남해여행","여행","국내여행","경상남도","207","576","783","20210817"
"47630","9","속초여행","여행","국내여행","강원도","214","567","781","20210817"
"47631","10","통영여행","여행","국내여행","경상남도","153","463","616","20210817"
