"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49842","1","제주여행","여행","국내여행","제주특별자치도","579","1818","2397","20220322"
"49843","2","부산여행","여행","국내여행","부산광역시","581","1606","2187","20220322"
"49844","3","경주여행","여행","국내여행","경상북도","595","1182","1777","20220322"
"49845","4","여수여행","여행","국내여행","전라남도","349","970","1319","20220322"
"49846","5","남해여행","여행","국내여행","경상남도","213","767","980","20220322"
"49847","6","강릉여행","여행","국내여행","강원도","241","659","900","20220322"
"49848","7","전주여행","여행","국내여행","전라북도","205","601","806","20220322"
"49849","8","군산여행","여행","국내여행","전라북도","200","517","717","20220322"
"49850","9","속초여행","여행","국내여행","강원도","180","459","639","20220322"
"49851","10","대구여행","여행","국내여행","대구광역시","168","395","563","20220322"
