"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42492","1","제주여행","여행","국내여행","제주특별자치도","2072","192","2264","20200322"
"42493","2","강릉여행","여행","국내여행","강원도","857","141","998","20200322"
"42494","3","여수여행","여행","국내여행","전라남도","672","75","747","20200322"
"42495","4","부산여행","여행","국내여행","부산광역시","633","108","741","20200322"
"42496","5","속초여행","여행","국내여행","강원도","618","77","695","20200322"
"42497","6","경주여행","여행","국내여행","경상북도","352","63","415","20200322"
"42498","7","전주여행","여행","국내여행","전라북도","342","57","399","20200322"
"42499","8","군산여행","여행","국내여행","전라북도","334","46","380","20200322"
"42500","9","춘천여행","여행","국내여행","강원도","319","39","358","20200322"
"42501","10","남해여행","여행","국내여행","경상남도","323","29","352","20200322"
