"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44162","1","제주여행","여행","국내여행","제주특별자치도","142","1302","1444","20200905"
"44163","2","부산여행","여행","국내여행","부산광역시","115","711","826","20200905"
"44164","3","강릉여행","여행","국내여행","강원도","87","578","665","20200905"
"44165","4","경주여행","여행","국내여행","경상북도","66","528","594","20200905"
"44166","5","여수여행","여행","국내여행","전라남도","83","505","588","20200905"
"44167","6","속초여행","여행","국내여행","강원도","54","472","526","20200905"
"44168","7","춘천여행","여행","국내여행","강원도","27","416","443","20200905"
"44169","8","군산여행","여행","국내여행","전라북도","52","367","419","20200905"
"44170","9","남해여행","여행","국내여행","경상남도","52","345","397","20200905"
"44171","10","전주여행","여행","국내여행","전라북도","37","348","385","20200905"
